Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
5251539,51.5,2.0,1.0,55.0,56,Female,Yes,8461.89,,,,,,,,,,,8461.89
25521835,51.5,6.0,4.0,12.0,30,Male,No,0.00,,,,,,,,,,,0.00
7734059,51.5,5.0,2.0,22.0,45,Male,Yes,11299.67,,,,,,,,,,,11299.67
15051768,51.5,5.0,2.0,22.0,45,Female,No,13116.75,,,,,,,,,,,13116.75
24940325,51.5,5.0,2.0,60.0,51,Male,No,8995.75,,,,,,,,,,,8995.75
18294107,51.5,6.0,4.0,51.0,27,Male,Yes,21267.56,,,,,,,,,,,21267.56
20998994,51.5,4.0,4.0,44.0,28,Female,No,9666.75,,,,,,,,,,,9666.75
8809488,51.5,1.0,1.0,42.0,60,Male,No,12108.12,,,,,,,,,,,12108.12
4879337,51.5,3.0,0.0,31.0,51,Female,No,3251.69,,,,,,,,,,,3251.69
24953456,51.5,7.0,2.0,56.0,50,Male,No,10944.25,,,,,,,,,,,10944.25
7916373,51.5,5.0,4.0,30.0,53,Male,Yes,6659.02,,,,,,,,,,,6659.02
3159700,51.5,5.0,2.0,39.0,39,Female,Yes,18697.50,,,,,,,,,,,18697.50
19768916,51.4,5.0,1.0,11.0,32,Male,No,8909.61,,,,,,,,,,,8909.61
7905328,51.4,3.0,5.0,56.0,34,Female,No,4817.98,,,,,,,,,,,4817.98
23686505,51.4,2.0,2.0,40.0,50,Male,No,8983.44,,,,,,,,,,,8983.44
83790,51.4,3.0,1.0,46.0,19,Female,No,20383.04,,,,,,,,,,,20383.04
9059208,51.4,6.0,4.0,16.0,30,Male,No,17280.98,,,,,,,,,,,17280.98
28878193,51.4,5.0,5.0,25.0,37,Female,No,10740.68,,,,,,,,,,,10740.68
21869952,51.4,3.0,5.0,60.0,57,Male,Yes,3727.08,,,,,,,,,,,3727.08
2973797,51.4,7.0,0.0,17.0,55,Female,No,9537.59,,,,,,,,,,,9537.59
2437337,51.4,6.0,2.0,58.0,42,Female,No,16836.71,,,,,,,,,,,16836.71
17903458,51.4,7.0,3.0,56.0,24,Male,No,10112.94,,,,,,,,,,,10112.94
23398481,51.3,6.0,4.0,59.0,52,Female,No,1898.20,,,,,,,,,,,1898.20
26483116,51.3,2.0,1.0,12.0,43,Male,No,5313.78,,,,,,,,,,,5313.78
16438552,51.3,5.0,1.0,41.0,49,Male,No,12235.85,,,,,,,,,,,12235.85
22783719,51.3,4.0,4.0,16.0,38,Female,No,10060.77,,,,,,,,,,,10060.77
21871404,51.2,4.0,4.0,17.0,46,Female,No,6791.73,,,,,,,,,,,6791.73
9964822,51.2,3.0,3.0,13.0,55,Female,No,4593.68,,,,,,,,,,,4593.68
8535315,51.2,8.0,1.0,31.0,24,Male,No,27168.98,,,,,,,,,,,27168.98
13184069,51.2,3.0,4.0,27.0,68,Male,No,19519.03,,,,,,,,,,,19519.03
18421,51.2,6.0,1.0,10.0,48,Female,Yes,6474.51,,,,,,,,,,,6474.51
10946986,51.2,1.0,5.0,16.0,34,Male,No,7761.48,,,,,,,,,,,7761.48
21673351,51.2,4.0,4.0,10.0,24,Male,No,10247.16,,,,,,,,,,,10247.16
2230410,51.2,2.0,2.0,21.0,60,Male,No,3317.15,,,,,,,,,,,3317.15
10023843,51.1,2.0,1.0,18.0,30,Male,No,4172.42,,,,,,,,,,,4172.42
445435,51.1,3.0,5.0,32.0,39,Female,Yes,6508.25,,,,,,,,,,,6508.25
8811331,51.1,7.0,3.0,16.0,60,Male,No,3859.96,,,,,,,,,,,3859.96
21168110,51.1,7.0,1.0,37.0,26,Male,No,14638.34,,,,,,,,,,,14638.34
15929408,51.1,8.0,4.0,16.0,46,Male,No,3745.51,,,,,,,,,,,3745.51
14966671,51.1,3.0,0.0,57.0,59,Male,No,11439.50,,,,,,,,,,,11439.50
22598124,51.0,7.0,2.0,48.0,40,Male,No,21317.14,,,,,,,,,,,21317.14
27329103,51.0,6.0,2.0,17.0,54,Male,No,11243.51,,,,,,,,,,,11243.51
17871633,51.0,1.0,1.0,15.0,63,Female,No,8715.87,,,,,,,,,,,8715.87
24571679,51.0,6.0,3.0,39.0,24,Male,No,19388.86,,,,,,,,,,,19388.86
22127632,51.0,8.0,3.0,3.0,57,Female,No,14727.41,,,,,,,,,,,14727.41
5820189,51.0,7.0,4.0,48.0,54,Female,No,20394.26,,,,,,,,,,,20394.26
1741817,50.9,5.0,3.0,44.0,28,Female,Yes,12090.60,,,,,,,,,,,12090.60
21300473,50.9,7.0,2.0,35.0,56,Female,No,18190.01,,,,,,,,,,,18190.01
7501430,50.9,5.0,1.0,49.0,46,Male,No,3836.63,,,,,,,,,,,3836.63
10735265,50.8,7.0,2.0,11.0,38,Female,No,6875.35,,,,,,,,,,,6875.35
13502008,50.8,1.0,0.0,37.0,33,Male,No,11117.29,,,,,,,,,,,11117.29
7447155,50.8,6.0,3.0,30.0,46,Male,No,5937.19,,,,,,,,,,,5937.19
21486387,50.8,4.0,5.0,34.0,59,Female,No,18245.51,,,,,,,,,,,18245.51
27449919,50.8,3.0,2.0,43.0,50,Male,No,4069.55,,,,,,,,,,,4069.55
28311995,50.8,5.0,1.0,3.0,38,Male,No,6595.78,,,,,,,,,,,6595.78
429931,50.8,3.0,4.0,25.0,55,Female,No,0.00,,,,,,,,,,,0.00
27208047,50.8,7.0,0.0,29.0,53,Female,No,9412.37,,,,,,,,,,,9412.37
9096440,50.8,1.0,1.0,13.0,50,Male,No,16565.19,,,,,,,,,,,16565.19
24868428,50.8,2.0,4.0,14.0,35,Male,No,5224.22,,,,,,,,,,,5224.22
19575977,50.7,5.0,2.0,46.0,62,Female,No,1678.73,,,,,,,,,,,1678.73
25486982,50.7,6.0,1.0,0.0,45,Female,No,9976.43,,,,,,,,,,,9976.43
9429398,50.7,3.0,3.0,1.0,42,Male,No,16475.71,,,,,,,,,,,16475.71
9803700,50.7,7.0,4.0,19.0,45,Male,No,14594.97,,,,,,,,,,,14594.97
2526523,50.7,1.0,2.0,30.0,42,Male,No,13291.70,,,,,,,,,,,13291.70
17398672,50.7,8.0,0.0,58.0,27,Male,Yes,15608.31,,,,,,,,,,,15608.31
10642089,50.7,7.0,1.0,57.0,58,Female,No,15555.04,,,,,,,,,,,15555.04
23821546,50.6,5.0,4.0,40.0,31,Male,No,0.00,,,,,,,,,,,0.00
22898649,50.6,4.0,0.0,21.0,54,Male,No,12968.02,,,,,,,,,,,12968.02
26182137,50.6,2.0,1.0,33.0,62,Male,No,13017.55,,,,,,,,,,,13017.55
20202696,50.6,2.0,1.0,55.0,51,Female,No,12266.36,,,,,,,,,,,12266.36
16666291,50.6,8.0,1.0,2.0,28,Male,No,12363.63,,,,,,,,,,,12363.63
21446554,50.6,7.0,3.0,59.0,44,Female,No,12897.20,,,,,,,,,,,12897.20
21430324,50.6,4.0,5.0,31.0,56,Male,No,2124.32,,,,,,,,,,,2124.32
23286217,50.6,3.0,4.0,45.0,55,Female,No,7159.45,,,,,,,,,,,7159.45
26696386,50.5,7.0,4.0,52.0,57,Male,No,7790.82,,,,,,,,,,,7790.82
243452,50.5,4.0,5.0,60.0,39,Male,No,16475.28,,,,,,,,,,,16475.28
11588632,50.5,5.0,2.0,24.0,38,Male,No,16024.71,,,,,,,,,,,16024.71
28543571,50.5,7.0,4.0,45.0,57,Male,No,8473.96,,,,,,,,,,,8473.96
1631833,50.5,2.0,2.0,26.0,49,Female,No,4611.81,,,,,,,,,,,4611.81
22004423,50.5,7.0,5.0,55.0,39,Male,No,19868.45,,,,,,,,,,,19868.45
6351490,50.5,4.0,1.0,50.0,30,Female,Yes,16986.22,,,,,,,,,,,16986.22
22821981,50.5,2.0,3.0,32.0,34,Female,No,8026.91,,,,,,,,,,,8026.91
22635792,50.5,8.0,3.0,33.0,50,Female,No,12867.42,,,,,,,,,,,12867.42
1294608,50.5,1.0,4.0,40.0,55,Female,No,16323.48,,,,,,,,,,,16323.48
17386069,50.5,6.0,4.0,26.0,43,Male,No,11829.03,,,,,,,,,,,11829.03
22657708,50.4,4.0,1.0,19.0,38,Female,No,7698.45,,,,,,,,,,,7698.45
5235050,50.4,7.0,3.0,46.0,43,Male,No,0.00,,,,,,,,,,,0.00
15101565,50.4,5.0,2.0,8.0,47,Male,No,14499.23,,,,,,,,,,,14499.23
24158996,50.4,4.0,3.0,33.0,63,Male,No,9023.07,,,,,,,,,,,9023.07
24415591,50.4,1.0,3.0,40.0,32,Male,No,6561.85,,,,,,,,,,,6561.85
13141832,50.4,2.0,3.0,20.0,46,Male,No,0.00,,,,,,,,,,,0.00
14406639,50.3,3.0,3.0,37.0,48,Male,No,7907.23,,,,,,,,,,,7907.23
26794362,50.3,3.0,4.0,14.0,53,Male,No,15636.96,,,,,,,,,,,15636.96
24355272,50.3,7.0,3.0,38.0,51,Female,No,21469.18,,,,,,,,,,,21469.18
7632929,50.3,5.0,3.0,52.0,36,Female,No,17984.39,,,,,,,,,,,17984.39
12990103,50.3,5.0,2.0,34.0,45,Female,Yes,10470.36,,,,,,,,,,,10470.36
21591835,50.3,4.0,4.0,14.0,50,Female,No,15775.75,,,,,,,,,,,15775.75
926297,50.3,7.0,2.0,30.0,32,Female,No,5029.71,,,,,,,,,,,5029.71
21289779,50.3,8.0,3.0,12.0,48,Female,No,13404.15,,,,,,,,,,,13404.15
25119640,50.3,5.0,3.0,12.0,65,Male,No,16141.22,,,,,,,,,,,16141.22
21957105,50.2,2.0,2.0,51.0,39,Male,No,9621.04,,,,,,,,,,,9621.04
22572794,50.2,5.0,4.0,29.0,47,Male,No,11315.63,,,,,,,,,,,11315.63
553060,50.2,4.0,4.0,4.0,38,Male,No,5541.51,,,,,,,,,,,5541.51
8600861,50.2,1.0,4.0,49.0,41,Female,No,4994.83,,,,,,,,,,,4994.83
19020023,50.2,1.0,2.0,17.0,41,Male,No,7477.37,,,,,,,,,,,7477.37
16680835,50.2,6.0,4.0,31.0,49,Female,No,1036.43,,,,,,,,,,,1036.43
12170414,50.1,7.0,4.0,24.0,48,Male,No,8274.10,,,,,,,,,,,8274.10
15193963,50.1,1.0,0.0,58.0,45,Female,No,12186.85,,,,,,,,,,,12186.85
11591152,50.1,7.0,4.0,9.0,33,Male,No,15850.21,,,,,,,,,,,15850.21
16084354,50.1,5.0,5.0,51.0,44,Male,No,9544.99,,,,,,,,,,,9544.99
21291310,50.1,7.0,4.0,26.0,27,Male,No,15442.34,,,,,,,,,,,15442.34
9515011,50.1,5.0,3.0,27.0,41,Female,No,3797.38,,,,,,,,,,,3797.38
9501963,50.1,1.0,1.0,19.0,35,Female,No,20953.65,,,,,,,,,,,20953.65
15327196,50.1,8.0,4.0,9.0,59,Female,No,174.69,,,,,,,,,,,174.69
4492768,50.1,3.0,2.0,41.0,47,Male,No,6757.05,,,,,,,,,,,6757.05
11315271,50.0,5.0,1.0,22.0,21,Male,No,13352.29,,,,,,,,,,,13352.29
20222085,50.0,5.0,1.0,38.0,42,Male,No,24262.81,,,,,,,,,,,24262.81
22703054,50.0,5.0,1.0,43.0,43,Male,No,5173.34,,,,,,,,,,,5173.34
4489072,50.0,7.0,1.0,26.0,49,Female,No,17525.34,,,,,,,,,,,17525.34
25906000,50.0,6.0,3.0,12.0,50,Male,No,17332.22,,,,,,,,,,,17332.22
29260667,50.0,4.0,5.0,9.0,51,Female,No,5293.10,,,,,,,,,,,5293.10
23853160,50.0,6.0,4.0,13.0,34,Male,No,15848.86,,,,,,,,,,,15848.86
20002387,50.0,3.0,4.0,7.0,53,Female,Yes,14336.65,,,,,,,,,,,14336.65
11992204,50.0,6.0,2.0,37.0,54,Male,No,15144.79,,,,,,,,,,,15144.79
21843701,50.0,3.0,5.0,26.0,57,Female,No,9415.88,,,,,,,,,,,9415.88
16810735,49.9,8.0,2.0,4.0,31,Male,No,4998.20,,,,,,,,,,,4998.20
20111389,49.9,4.0,0.0,58.0,36,Female,No,7376.77,,,,,,,,,,,7376.77
11821867,49.9,2.0,2.0,17.0,32,Female,No,15802.43,,,,,,,,,,,15802.43
11934976,49.9,7.0,4.0,28.0,55,Female,No,2365.08,,,,,,,,,,,2365.08
9497766,49.9,4.0,4.0,27.0,33,Male,No,13954.04,,,,,,,,,,,13954.04
25164988,49.9,8.0,0.0,8.0,53,Male,No,25001.27,,,,,,,,,,,25001.27
11115116,49.9,6.0,3.0,4.0,46,Female,No,16033.89,,,,,,,,,,,16033.89
489122,49.9,2.0,4.0,50.0,35,Male,No,1356.31,,,,,,,,,,,1356.31
1839697,49.9,5.0,2.0,37.0,38,Female,No,3455.33,,,,,,,,,,,3455.33
12391170,49.9,4.0,0.0,55.0,40,Male,No,13245.58,,,,,,,,,,,13245.58
24469967,49.9,2.0,5.0,58.0,56,Male,No,14597.59,,,,,,,,,,,14597.59
21070200,49.8,3.0,3.0,28.0,55,Male,No,10242.25,,,,,,,,,,,10242.25
17875104,49.8,2.0,1.0,49.0,45,Female,No,3197.02,,,,,,,,,,,3197.02
9880804,49.8,3.0,4.0,33.0,21,Female,Yes,12569.95,,,,,,,,,,,12569.95
26351751,49.8,5.0,1.0,13.0,36,Male,No,0.00,,,,,,,,,,,0.00
16917636,49.7,3.0,3.0,15.0,44,Male,Yes,15972.57,,,,,,,,,,,15972.57
16526890,49.7,5.0,2.0,40.0,44,Male,No,10285.22,,,,,,,,,,,10285.22
10170168,49.7,7.0,0.0,13.0,54,Female,No,8883.02,,,,,,,,,,,8883.02
21042817,49.7,1.0,4.0,9.0,38,Female,No,101.55,,,,,,,,,,,101.55
9296890,49.7,6.0,3.0,0.0,35,Male,No,17960.94,,,,,,,,,,,17960.94
25056435,49.7,6.0,4.0,29.0,33,Female,No,13135.39,,,,,,,,,,,13135.39
1100961,49.7,1.0,4.0,47.0,69,Male,Yes,9606.97,,,,,,,,,,,9606.97
6591644,49.7,4.0,1.0,9.0,60,Male,No,0.00,,,,,,,,,,,0.00
24530750,49.7,7.0,2.0,48.0,42,Female,No,6632.48,,,,,,,,,,,6632.48
10611693,49.7,3.0,3.0,34.0,46,Female,No,17333.85,,,,,,,,,,,17333.85
28511,49.6,7.0,2.0,29.0,37,Male,No,10635.31,,,,,,,,,,,10635.31
28170144,49.6,2.0,1.0,22.0,55,Male,No,21806.69,,,,,,,,,,,21806.69
1550128,49.6,2.0,3.0,21.0,32,Male,No,13334.70,,,,,,,,,,,13334.70
25823290,49.6,1.0,3.0,32.0,25,Male,No,20154.80,,,,,,,,,,,20154.80
730761,49.6,2.0,5.0,16.0,53,Female,No,41.61,,,,,,,,,,,41.61
22998093,49.6,1.0,0.0,20.0,43,Female,No,6186.40,,,,,,,,,,,6186.40
10790711,49.5,1.0,2.0,23.0,31,Male,No,16675.30,,,,,,,,,,,16675.30
21468326,49.5,6.0,4.0,32.0,48,Female,Yes,17609.10,,,,,,,,,,,17609.10
21808090,49.5,7.0,1.0,53.0,21,Male,No,1823.24,,,,,,,,,,,1823.24
18096738,49.5,4.0,3.0,13.0,38,Male,No,4918.17,,,,,,,,,,,4918.17
23167830,49.5,4.0,5.0,5.0,45,Female,Yes,10078.20,,,,,,,,,,,10078.20
27778111,49.5,7.0,0.0,19.0,37,Male,No,8303.36,,,,,,,,,,,8303.36
4529086,49.5,4.0,4.0,8.0,33,Female,No,9429.74,,,,,,,,,,,9429.74
12653745,49.5,5.0,4.0,16.0,57,Male,No,9222.19,,,,,,,,,,,9222.19
17929714,49.5,6.0,1.0,36.0,38,Male,No,0.00,,,,,,,,,,,0.00
3083709,49.4,8.0,4.0,18.0,34,Male,No,11097.96,,,,,,,,,,,11097.96
29140635,49.4,3.0,4.0,15.0,50,Male,No,19052.88,,,,,,,,,,,19052.88
10039975,49.4,7.0,1.0,4.0,33,Male,No,4591.48,,,,,,,,,,,4591.48
27561422,49.4,3.0,3.0,28.0,41,Female,No,14467.77,,,,,,,,,,,14467.77
27375180,49.4,3.0,3.0,1.0,22,Male,No,23553.11,,,,,,,,,,,23553.11
24804280,49.4,5.0,2.0,51.0,61,Male,No,20868.35,,,,,,,,,,,20868.35
19876507,49.4,4.0,3.0,13.0,32,Female,Yes,4771.26,,,,,,,,,,,4771.26
15448134,49.4,6.0,3.0,34.0,62,Male,No,19656.68,,,,,,,,,,,19656.68
22848364,49.4,5.0,2.0,32.0,21,Female,No,6726.40,,,,,,,,,,,6726.40
25346390,49.4,6.0,4.0,9.0,43,Female,No,10780.71,,,,,,,,,,,10780.71
16346772,49.4,6.0,5.0,48.0,49,Female,No,4216.13,,,,,,,,,,,4216.13
7064222,49.4,4.0,4.0,60.0,48,Female,No,15128.74,,,,,,,,,,,15128.74
17494409,49.3,6.0,0.0,35.0,50,Female,No,21813.35,,,,,,,,,,,21813.35
6827083,49.3,2.0,5.0,41.0,27,Male,No,21126.98,,,,,,,,,,,21126.98
9058849,49.3,1.0,3.0,1.0,25,Male,No,9416.12,,,,,,,,,,,9416.12
28831516,49.3,3.0,1.0,44.0,47,Male,No,13355.41,,,,,,,,,,,13355.41
29458146,49.3,6.0,1.0,11.0,64,Female,No,11274.45,,,,,,,,,,,11274.45
10215326,49.3,6.0,3.0,29.0,43,Male,No,13891.20,,,,,,,,,,,13891.20
4883138,49.3,2.0,2.0,30.0,48,Male,No,9561.23,,,,,,,,,,,9561.23
26744181,49.3,5.0,3.0,28.0,41,Male,No,3654.33,,,,,,,,,,,3654.33
11313837,49.3,6.0,1.0,28.0,25,Female,No,19430.46,,,,,,,,,,,19430.46
27888075,49.2,5.0,4.0,12.0,30,Male,No,18367.13,,,,,,,,,,,18367.13
28451193,49.2,3.0,2.0,36.0,29,Female,No,15080.44,,,,,,,,,,,15080.44
5159603,49.2,5.0,3.0,39.0,44,Male,No,20588.20,,,,,,,,,,,20588.20
1108172,49.2,5.0,2.0,20.0,43,Male,No,3609.85,,,,,,,,,,,3609.85
3283464,49.2,4.0,1.0,27.0,47,Female,No,4274.72,,,,,,,,,,,4274.72
7940168,49.2,1.0,3.0,55.0,55,Male,No,12534.43,,,,,,,,,,,12534.43
19989975,49.2,5.0,2.0,42.0,47,Female,No,8039.51,,,,,,,,,,,8039.51
9349701,49.1,3.0,1.0,50.0,36,Female,No,12738.86,,,,,,,,,,,12738.86
4772248,49.1,3.0,5.0,32.0,40,Female,No,3448.85,,,,,,,,,,,3448.85
9675627,49.1,6.0,5.0,20.0,48,Female,No,17470.27,,,,,,,,,,,17470.27
18109030,49.1,4.0,3.0,47.0,53,Male,No,16340.86,,,,,,,,,,,16340.86
17301399,49.1,6.0,1.0,48.0,34,Male,No,13618.79,,,,,,,,,,,13618.79
3522000,49.1,3.0,1.0,58.0,47,Male,No,19813.69,,,,,,,,,,,19813.69
14528060,49.0,2.0,1.0,30.0,27,Female,No,11343.12,,,,,,,,,,,11343.12
6089280,49.0,3.0,4.0,18.0,56,Male,Yes,3879.96,,,,,,,,,,,3879.96
14283830,49.0,3.0,3.0,26.0,57,Female,No,622.61,,,,,,,,,,,622.61
6623039,49.0,3.0,0.0,15.0,31,Male,No,7492.66,,,,,,,,,,,7492.66
27697105,49.0,5.0,2.0,48.0,27,Female,No,0.00,,,,,,,,,,,0.00
9714136,49.0,3.0,3.0,4.0,38,Male,No,7647.57,,,,,,,,,,,7647.57
22263544,49.0,4.0,4.0,30.0,58,Male,No,12469.69,,,,,,,,,,,12469.69
18764269,49.0,5.0,1.0,43.0,54,Female,No,20922.27,,,,,,,,,,,20922.27
23975471,49.0,2.0,2.0,12.0,31,Female,Yes,3294.35,,,,,,,,,,,3294.35
7112017,48.9,4.0,5.0,35.0,45,Male,No,16835.58,,,,,,,,,,,16835.58
5183871,48.9,1.0,3.0,5.0,65,Female,No,0.00,,,,,,,,,,,0.00
27530726,48.9,3.0,2.0,59.0,45,Male,No,16483.85,,,,,,,,,,,16483.85
7230176,48.9,1.0,1.0,30.0,35,Female,No,17252.83,,,,,,,,,,,17252.83
6456396,48.9,2.0,5.0,51.0,56,Female,No,23045.44,,,,,,,,,,,23045.44
25858655,48.9,1.0,3.0,17.0,53,Male,No,3522.04,,,,,,,,,,,3522.04
20997401,48.9,6.0,2.0,1.0,52,Female,No,18094.74,,,,,,,,,,,18094.74
21124519,48.9,7.0,4.0,46.0,39,Female,No,5634.77,,,,,,,,,,,5634.77
18290313,48.9,2.0,2.0,9.0,40,Male,No,6118.48,,,,,,,,,,,6118.48
23698910,48.8,2.0,4.0,57.0,37,Female,No,8247.37,,,,,,,,,,,8247.37
22745987,48.8,7.0,2.0,35.0,55,Male,No,5672.64,,,,,,,,,,,5672.64
19500050,48.8,2.0,2.0,39.0,33,Male,No,13132.64,,,,,,,,,,,13132.64
5063706,48.8,4.0,1.0,8.0,58,Male,No,3561.55,,,,,,,,,,,3561.55
5320641,48.7,5.0,1.0,55.0,43,Male,No,9631.64,,,,,,,,,,,9631.64
3875436,48.7,7.0,5.0,14.0,46,Female,No,14792.35,,,,,,,,,,,14792.35
25800322,48.7,5.0,3.0,32.0,38,Male,No,17393.58,,,,,,,,,,,17393.58
856089,48.7,3.0,4.0,3.0,36,Male,No,19038.85,,,,,,,,,,,19038.85
11699560,48.7,2.0,5.0,43.0,48,Male,No,4084.63,,,,,,,,,,,4084.63
6101508,48.7,3.0,4.0,5.0,55,Female,No,6193.33,,,,,,,,,,,6193.33
14952018,48.7,5.0,3.0,59.0,46,Male,No,14775.03,,,,,,,,,,,14775.03
6100837,48.6,7.0,1.0,18.0,48,Male,No,17548.08,,,,,,,,,,,17548.08
4922753,48.6,6.0,4.0,12.0,30,Female,No,9761.93,,,,,,,,,,,9761.93
11977099,48.6,8.0,3.0,36.0,27,Male,No,16867.95,,,,,,,,,,,16867.95
7001283,48.6,1.0,5.0,44.0,35,Female,No,15702.62,,,,,,,,,,,15702.62
25689631,48.6,7.0,0.0,38.0,61,Male,No,12136.26,,,,,,,,,,,12136.26
10786491,48.6,7.0,5.0,20.0,42,Female,No,20386.12,,,,,,,,,,,20386.12
17406950,48.5,5.0,1.0,31.0,35,Male,Yes,12152.73,,,,,,,,,,,12152.73
170242,48.5,4.0,3.0,20.0,43,Male,No,2771.89,,,,,,,,,,,2771.89
5304036,48.5,6.0,3.0,38.0,43,Female,No,13693.65,,,,,,,,,,,13693.65
17244819,48.5,5.0,1.0,5.0,56,Male,No,5270.67,,,,,,,,,,,5270.67
1936143,48.5,5.0,4.0,57.0,37,Male,No,11487.41,,,,,,,,,,,11487.41
10350456,48.4,6.0,2.0,48.0,59,Male,No,12478.11,,,,,,,,,,,12478.11
15920388,48.4,3.0,4.0,7.0,53,Male,No,21707.58,,,,,,,,,,,21707.58
29446997,48.4,6.0,4.0,48.0,33,Female,No,23798.18,,,,,,,,,,,23798.18
6314597,48.4,5.0,3.0,58.0,32,Female,No,18895.30,,,,,,,,,,,18895.30
2272273,48.4,7.0,2.0,32.0,60,Female,No,3131.95,,,,,,,,,,,3131.95
25619777,48.4,3.0,1.0,10.0,35,Male,No,4226.53,,,,,,,,,,,4226.53
21093379,48.4,4.0,4.0,8.0,59,Female,No,13621.48,,,,,,,,,,,13621.48
28272703,48.3,6.0,3.0,29.0,39,Male,No,11031.45,,,,,,,,,,,11031.45
26932314,48.3,7.0,4.0,42.0,43,Female,No,4556.73,,,,,,,,,,,4556.73
24136171,48.3,4.0,2.0,23.0,41,Male,No,18030.19,,,,,,,,,,,18030.19
13670271,48.3,7.0,3.0,38.0,47,Male,No,20093.40,,,,,,,,,,,20093.40
10471001,48.3,7.0,1.0,8.0,68,Female,No,20201.01,,,,,,,,,,,20201.01
23184537,48.3,3.0,5.0,32.0,39,Female,No,11386.88,,,,,,,,,,,11386.88
26516633,48.2,7.0,3.0,7.0,22,Male,Yes,11691.60,,,,,,,,,,,11691.60
26726853,48.2,5.0,2.0,30.0,53,Female,No,13211.93,,,,,,,,,,,13211.93
12573539,48.2,3.0,3.0,48.0,42,Female,No,13144.77,,,,,,,,,,,13144.77
14502673,48.2,3.0,2.0,25.0,54,Female,No,8328.80,,,,,,,,,,,8328.80
23835219,48.2,7.0,2.0,55.0,41,Female,No,3055.48,,,,,,,,,,,3055.48
64970,48.1,6.0,4.0,31.0,59,Male,No,8056.51,,,,,,,,,,,8056.51
768048,48.1,4.0,2.0,38.0,43,Male,No,8262.73,,,,,,,,,,,8262.73
26496773,48.1,3.0,1.0,27.0,58,Male,No,8034.98,,,,,,,,,,,8034.98
29552451,48.1,3.0,5.0,22.0,48,Male,No,11392.10,,,,,,,,,,,11392.10
13471629,48.1,7.0,3.0,44.0,42,Male,No,3905.44,,,,,,,,,,,3905.44
28997697,48.1,2.0,4.0,17.0,62,Male,No,10108.39,,,,,,,,,,,10108.39
9292790,48.1,2.0,3.0,53.0,32,Female,No,1156.87,,,,,,,,,,,1156.87
27002729,48.1,4.0,1.0,36.0,48,Male,No,23624.71,,,,,,,,,,,23624.71
9819968,48.0,3.0,3.0,60.0,42,Male,No,21996.53,,,,,,,,,,,21996.53
4003792,48.0,7.0,2.0,33.0,44,Male,No,8653.01,,,,,,,,,,,8653.01
5453419,48.0,7.0,2.0,44.0,47,Female,No,19272.73,,,,,,,,,,,19272.73
12433966,48.0,2.0,1.0,51.0,40,Male,No,11723.15,,,,,,,,,,,11723.15
28346067,48.0,7.0,2.0,15.0,58,Female,Yes,18067.62,,,,,,,,,,,18067.62
28081198,48.0,6.0,1.0,38.0,51,Female,No,11783.43,,,,,,,,,,,11783.43
18130923,48.0,4.0,5.0,0.0,54,Female,No,23866.62,,,,,,,,,,,23866.62
21912435,47.9,6.0,3.0,46.0,41,Female,Yes,11029.36,,,,,,,,,,,11029.36
8541295,47.9,5.0,3.0,1.0,43,Male,No,19233.44,,,,,,,,,,,19233.44
977173,47.9,8.0,4.0,53.0,35,Male,No,14757.06,,,,,,,,,,,14757.06
26521501,47.9,3.0,4.0,31.0,56,Male,No,4654.49,,,,,,,,,,,4654.49
5057057,47.9,8.0,1.0,16.0,65,Male,No,17125.97,,,,,,,,,,,17125.97
23648037,47.9,5.0,3.0,24.0,53,Male,No,1037.71,,,,,,,,,,,1037.71
4419047,47.8,3.0,4.0,15.0,32,Female,No,5933.73,,,,,,,,,,,5933.73
28302047,47.8,2.0,0.0,22.0,54,Female,No,11429.09,,,,,,,,,,,11429.09
14986351,47.8,3.0,2.0,0.0,52,Female,No,10682.46,,,,,,,,,,,10682.46
28255903,47.8,4.0,1.0,33.0,51,Female,No,16258.55,,,,,,,,,,,16258.55
28654821,47.8,2.0,2.0,11.0,40,Male,No,11818.44,,,,,,,,,,,11818.44
15688537,47.7,7.0,3.0,10.0,37,Male,No,6513.30,,,,,,,,,,,6513.30
19566390,47.7,2.0,1.0,17.0,60,Female,No,6415.40,,,,,,,,,,,6415.40
2867834,47.7,7.0,4.0,12.0,39,Male,No,6429.01,,,,,,,,,,,6429.01
4178214,47.7,3.0,0.0,52.0,33,Male,No,13476.17,,,,,,,,,,,13476.17
840510,47.7,3.0,1.0,14.0,28,Female,No,18668.92,,,,,,,,,,,18668.92
15985764,47.7,7.0,3.0,35.0,42,Female,No,11700.81,,,,,,,,,,,11700.81
25782056,47.6,2.0,0.0,41.0,43,Male,Yes,7667.40,,,,,,,,,,,7667.40
1802117,47.6,4.0,2.0,57.0,43,Male,No,13195.84,,,,,,,,,,,13195.84
979067,47.6,2.0,0.0,54.0,41,Male,No,1865.82,,,,,,,,,,,1865.82
4106464,47.6,8.0,1.0,14.0,47,Male,No,22695.41,,,,,,,,,,,22695.41
12254516,47.6,7.0,1.0,1.0,55,Male,No,3092.75,,,,,,,,,,,3092.75
26341798,47.6,2.0,5.0,9.0,54,Female,No,0.00,,,,,,,,,,,0.00
